1.00000000e-01,0.00000000e+00,7.52687454e-04,7.77202073e-03,8.79998181e+00,9.95014586e-01,2.04613039e+00
2.00000000e-01,0.00000000e+00,6.46114349e-04,1.57722351e+04,1.76922000e+01,9.79792841e-01,2.22222443e+00
3.00000000e-01,0.00000000e+00,7.63893127e-04,1.08169541e+04,3.14389084e+01,9.51793864e-01,2.56812593e+00
4.00000000e-01,0.00000000e+00,6.79492950e-04,1.02853073e+04,6.41348890e+01,9.00541248e-01,3.24422653e+00
5.00000000e-01,0.00000000e+00,9.10758972e-04,1.66593186e+04,2.15921135e+02,7.77974719e-01,5.05996884e+00
6.00000000e-01,0.00000000e+00,1.73187256e-03,3.69126151e+04,5.87073009e+03,1.60282710e-01,2.49463600e+01
7.00000000e-01,0.00000000e+00,7.43556023e-03,4.72546178e+03,1.17302893e+05,9.79978379e-03,1.16139066e+03
8.00000000e-01,0.00000000e+00,2.61831284e-03,2.26192827e+02,1.16578862e+05,2.57768017e-02,3.01750122e+03
9.00000000e-01,0.00000000e+00,1.83677673e-03,2.18946410e-04,1.14659845e+05,4.18920744e-02,4.81584061e+03
1.00000000e+00,0.00000000e+00,1.57380104e-03,2.26426344e-04,1.12737702e+05,5.80306517e-02,6.55478238e+03
1.10000000e+00,0.00000000e+00,1.80840492e-03,2.34459163e-04,1.10811823e+05,7.42036081e-02,8.23522454e+03
1.20000000e+00,0.00000000e+00,1.81865692e-03,2.43111880e-04,1.08880749e+05,9.04235605e-02,9.85803030e+03
1.30000000e+00,0.00000000e+00,1.73282623e-03,2.52467166e-04,1.06942837e+05,1.06704757e-01,1.14240243e+04
1.40000000e+00,0.00000000e+00,1.57642365e-03,2.62623967e-04,1.04996220e+05,1.23063403e-01,1.29339901e+04
1.50000000e+00,0.00000000e+00,1.51038170e-03,2.73701854e-04,1.03038762e+05,1.39518079e-01,1.43886667e+04
1.60000000e+00,0.00000000e+00,1.39307976e-03,2.85846888e-04,1.01068000e+05,1.56090274e-01,1.57887448e+04
1.70000000e+00,0.00000000e+00,1.76167488e-03,2.99239651e-04,9.90810635e+04,1.72805078e-01,1.71348616e+04
1.80000000e+00,0.00000000e+00,1.33323669e-03,3.14106465e-04,9.70745747e+04,1.89692108e-01,1.84275942e+04
1.90000000e+00,0.00000000e+00,1.54542923e-03,3.30735392e-04,9.50445118e+04,2.06786745e-01,1.96674518e+04
2.00000000e+00,0.00000000e+00,1.70421600e-03,3.49499635e-04,9.29860215e+04,2.24131842e-01,2.08548646e+04
2.10000000e+00,0.00000000e+00,1.82795525e-03,3.70892720e-04,9.08931583e+04,2.41780120e-01,2.19901704e+04
2.20000000e+00,0.00000000e+00,1.45936012e-03,3.95583165e-04,8.87585098e+04,2.59797629e-01,2.30735953e+04
2.30000000e+00,0.00000000e+00,1.35087967e-03,4.24502744e-04,8.65726441e+04,2.78268911e-01,2.41052282e+04
2.40000000e+00,0.00000000e+00,1.15370750e-03,4.58995684e-04,8.43232651e+04,2.97304951e-01,2.50849844e+04
2.50000000e+00,0.00000000e+00,1.21450424e-03,5.01085313e-04,8.19938666e+04,3.17056012e-01,2.60125526e+04
2.60000000e+00,0.00000000e+00,2.51340866e-03,5.53984862e-04,7.95614798e+04,3.37733417e-01,2.68873151e+04
