1.00000000e-01,2.23677158e-02,1.00000000e+00,0.00000000e+00,5.39885550e+06,-1.49986711e+03,5.55624202e-04,1.99993355e+00,-6.66703460e-04
2.00000000e-01,2.54440308e-03,0.00000000e+00,1.00000000e+00,5.39770365e+06,-1.49973377e+03,5.55693364e-04,1.99986688e+00,-6.66740507e-04
3.00000000e-01,2.68125534e-03,0.00000000e+00,1.00000000e+00,5.39655192e+06,-1.49960043e+03,5.55762543e-04,1.99980021e+00,-6.66777561e-04
4.00000000e-01,2.67934799e-03,0.00000000e+00,1.00000000e+00,5.39540030e+06,-1.49946709e+03,5.55831739e-04,1.99973353e+00,-6.66814621e-04
5.00000000e-01,2.54273415e-03,0.00000000e+00,1.00000000e+00,5.39424878e+06,-1.49933374e+03,5.55900953e-04,1.99966684e+00,-6.66851688e-04
6.00000000e-01,1.32966042e-03,0.00000000e+00,1.00000000e+00,5.39309737e+06,-1.49920039e+03,5.55970184e-04,1.99960016e+00,-6.66888762e-04
7.00000000e-01,1.31773949e-03,0.00000000e+00,1.00000000e+00,5.39194607e+06,-1.49906704e+03,5.56039432e-04,1.99953346e+00,-6.66925842e-04
8.00000000e-01,1.29508972e-03,0.00000000e+00,1.00000000e+00,5.39079488e+06,-1.49893368e+03,5.56108698e-04,1.99946677e+00,-6.66962929e-04
9.00000000e-01,1.35803223e-03,0.00000000e+00,1.00000000e+00,5.38964379e+06,-1.49880032e+03,5.56177981e-04,1.99940007e+00,-6.67000023e-04
1.00000000e+00,1.38330460e-03,0.00000000e+00,1.00000000e+00,5.38849282e+06,-1.49866696e+03,5.56247282e-04,1.99933337e+00,-6.67037123e-04
1.10000000e+00,1.36709213e-03,0.00000000e+00,1.00000000e+00,5.38734194e+06,-1.49853360e+03,5.56316600e-04,1.99926666e+00,-6.67074230e-04
1.20000000e+00,1.27363205e-03,0.00000000e+00,1.00000000e+00,5.38619118e+06,-1.49840023e+03,5.56385935e-04,1.99919996e+00,-6.67111344e-04
1.30000000e+00,1.36613846e-03,0.00000000e+00,1.00000000e+00,5.38504052e+06,-1.49826686e+03,5.56455289e-04,1.99913324e+00,-6.67148465e-04
1.40000000e+00,1.30081177e-03,0.00000000e+00,1.00000000e+00,5.38388998e+06,-1.49813349e+03,5.56524659e-04,1.99906653e+00,-6.67185592e-04
1.50000000e+00,1.29365921e-03,0.00000000e+00,1.00000000e+00,5.38273954e+06,-1.49800011e+03,5.56594046e-04,1.99899981e+00,-6.67222726e-04
1.60000000e+00,1.29270554e-03,0.00000000e+00,1.00000000e+00,5.38158921e+06,-1.49786673e+03,5.56663451e-04,1.99893308e+00,-6.67259866e-04
1.70000000e+00,1.11579895e-03,0.00000000e+00,1.00000000e+00,5.38043897e+06,-1.49773335e+03,5.56732874e-04,1.99886635e+00,-6.67297013e-04
1.80000000e+00,1.36733055e-03,0.00000000e+00,1.00000000e+00,5.37928886e+06,-1.49759996e+03,5.56802314e-04,1.99879962e+00,-6.67334167e-04
1.90000000e+00,4.11272049e-03,0.00000000e+00,1.00000000e+00,5.37813885e+06,-1.49746658e+03,5.56871772e-04,1.99873289e+00,-6.67371328e-04
2.00000000e+00,3.94058228e-03,0.00000000e+00,1.00000000e+00,5.37698894e+06,-1.49733319e+03,5.56941247e-04,1.99866615e+00,-6.67408495e-04
2.10000000e+00,4.15802002e-03,0.00000000e+00,1.00000000e+00,5.37583915e+06,-1.49719979e+03,5.57010740e-04,1.99859941e+00,-6.67445669e-04
2.20000000e+00,4.32491302e-03,0.00000000e+00,1.00000000e+00,5.37468946e+06,-1.49706639e+03,5.57080249e-04,1.99853266e+00,-6.67482850e-04
2.30000000e+00,4.10580635e-03,0.00000000e+00,1.00000000e+00,5.37353988e+06,-1.49693299e+03,5.57149777e-04,1.99846591e+00,-6.67520038e-04
2.40000000e+00,4.10294533e-03,0.00000000e+00,1.00000000e+00,5.37239041e+06,-1.49679959e+03,5.57219322e-04,1.99839915e+00,-6.67557232e-04
2.50000000e+00,1.28388405e-03,0.00000000e+00,1.00000000e+00,5.37124104e+06,-1.49666618e+03,5.57288884e-04,1.99833240e+00,-6.67594433e-04
2.60000000e+00,1.33514404e-03,0.00000000e+00,1.00000000e+00,5.37009178e+06,-1.49653278e+03,5.57358464e-04,1.99826564e+00,-6.67631640e-04
2.70000000e+00,1.29675865e-03,0.00000000e+00,1.00000000e+00,5.36894263e+06,-1.49639936e+03,5.57428062e-04,1.99819887e+00,-6.67668855e-04
2.80000000e+00,1.33562088e-03,0.00000000e+00,1.00000000e+00,5.36779359e+06,-1.49626595e+03,5.57497676e-04,1.99813210e+00,-6.67706076e-04
2.90000000e+00,1.42002106e-03,0.00000000e+00,1.00000000e+00,5.36664465e+06,-1.49613253e+03,5.57567309e-04,1.99806533e+00,-6.67743304e-04
3.00000000e+00,1.36017799e-03,0.00000000e+00,1.00000000e+00,5.36549583e+06,-1.49599911e+03,5.57636959e-04,1.99799855e+00,-6.67780538e-04
3.10000000e+00,1.31893158e-03,0.00000000e+00,1.00000000e+00,5.36434711e+06,-1.49586569e+03,5.57706626e-04,1.99793177e+00,-6.67817779e-04
3.20000000e+00,1.36685371e-03,0.00000000e+00,1.00000000e+00,5.36319850e+06,-1.49573226e+03,5.57776311e-04,1.99786499e+00,-6.67855027e-04
3.30000000e+00,1.38878822e-03,0.00000000e+00,1.00000000e+00,5.36204999e+06,-1.49559883e+03,5.57846014e-04,1.99779820e+00,-6.67892282e-04
3.40000000e+00,1.29866600e-03,0.00000000e+00,1.00000000e+00,5.36090160e+06,-1.49546540e+03,5.57915734e-04,1.99773141e+00,-6.67929544e-04
3.50000000e+00,1.33085251e-03,0.00000000e+00,1.00000000e+00,5.35975331e+06,-1.49533196e+03,5.57985472e-04,1.99766462e+00,-6.67966812e-04
3.60000000e+00,4.36806679e-03,0.00000000e+00,1.00000000e+00,5.35860512e+06,-1.49519852e+03,5.58055227e-04,1.99759782e+00,-6.68004087e-04
3.70000000e+00,3.85069847e-03,0.00000000e+00,1.00000000e+00,5.35745705e+06,-1.49506508e+03,5.58125000e-04,1.99753102e+00,-6.68041368e-04
3.80000000e+00,4.23789024e-03,0.00000000e+00,1.00000000e+00,5.35630908e+06,-1.49493163e+03,5.58194791e-04,1.99746421e+00,-6.68078657e-04
3.90000000e+00,4.18567657e-03,0.00000000e+00,1.00000000e+00,5.35516122e+06,-1.49479819e+03,5.58264599e-04,1.99739740e+00,-6.68115952e-04
4.00000000e+00,4.11176682e-03,0.00000000e+00,1.00000000e+00,5.35401348e+06,-1.49466474e+03,5.58334424e-04,1.99733059e+00,-6.68153254e-04
