1.00000000e-04+0.j,2.13428974e-01+0.j,0.00000000e+00+0.j,1.00000000e+00+0.j,9.38247774e+03+0.j,-5.78300501e+03+0.j,7.56306620e+06+0.j,2.28341700e+03+0.j,5.90293701e-05+0.j,3.44571472e-05+0.j,6.80590856e-03+0.j,3.49175056e-03+0.j,6.05389095e-03+0.j,1.12555348e-01+0.j,1.32100454e-06+0.j,1.04453189e-07+0.j,2.82002473e-17+0.j,4.41063265e-18+0.j,1.19599378e-17+0.j,7.56176024e-19+0.j,6.71878932e-17+0.j,2.98157756e-17+0.j,1.12106236e-02+0.j,1.33777521e-01+0.j,1.34147379e-09+0.j,2.12324207e-11+0.j,8.37528483e-17+0.j,1.38701228e-18+0.j,6.46866845e-18+0.j,1.13842729e-23+0.j,2.19424728e-21+0.j,2.03711644e-26+0.j,1.82147495e-26+0.j,2.41821990e-31+0.j,1.58094466e-32+0.j,1.90826009e-19+0.j,2.19581097e-19+0.j,2.50900381e-22+0.j,1.26377540e-08+0.j,2.13788951e-09+0.j,8.22236552e-10+0.j,2.07593593e-09+0.j,1.16714080e-09+0.j,2.52141969e-03+0.j,7.30997224e-07+0.j,1.95825715e-07+0.j,5.19571508e-08+0.j,1.34502667e-13+0.j,3.08062774e-11+0.j,1.13301325e-17+0.j,4.69527325e-21+0.j,2.99687027e-16+0.j,2.66762660e-12+0.j,8.11744433e-10+0.j,3.85612658e-11+0.j,7.23487625e-01+0.j,0.00000000e+00+0.j,1.48302337e-47+0.j,1.10910108e-24+0.j,1.98269913e-25+0.j
2.00000000e-04+0.j,9.95969772e-03+0.j,0.00000000e+00+0.j,1.00000000e+00+0.j,6.56312352e+04+0.j,-5.25128800e+03+0.j,7.73959220e+06+0.j,2.29261061e+03+0.j,5.21987590e-05+0.j,3.22394846e-05+0.j,6.27245368e-03+0.j,3.40977394e-03+0.j,6.17816774e-03+0.j,1.13055536e-01+0.j,1.34292425e-06+0.j,9.73983494e-08+0.j,2.82002473e-17+0.j,4.41063265e-18+0.j,1.19599378e-17+0.j,7.56176024e-19+0.j,6.71878932e-17+0.j,2.98157756e-17+0.j,1.12106236e-02+0.j,1.33777521e-01+0.j,1.34147379e-09+0.j,2.12324207e-11+0.j,8.37528483e-17+0.j,1.38701228e-18+0.j,6.46866845e-18+0.j,1.13842729e-23+0.j,2.19424728e-21+0.j,2.03711644e-26+0.j,1.82147495e-26+0.j,2.41821990e-31+0.j,1.58094466e-32+0.j,1.90826009e-19+0.j,2.19581097e-19+0.j,2.50900381e-22+0.j,1.26377540e-08+0.j,2.13788951e-09+0.j,8.22236552e-10+0.j,2.07593593e-09+0.j,1.16714080e-09+0.j,2.52141969e-03+0.j,7.30997224e-07+0.j,1.95825715e-07+0.j,5.19571508e-08+0.j,1.34502667e-13+0.j,3.08062774e-11+0.j,1.13301325e-17+0.j,4.69527325e-21+0.j,2.99687027e-16+0.j,2.66762660e-12+0.j,8.11744433e-10+0.j,3.85612658e-11+0.j,7.23487625e-01+0.j,0.00000000e+00+0.j,1.48302337e-47+0.j,1.10910108e-24+0.j,1.98269913e-25+0.j
3.00000000e-04+0.j,1.25815868e-02+0.j,0.00000000e+00+0.j,1.00000000e+00+0.j,2.30361797e+05+0.j,-4.80057074e+03+0.j,7.89605171e+06+0.j,2.30052095e+03+0.j,4.65559734e-05+0.j,3.02731348e-05+0.j,5.81339746e-03+0.j,3.33117552e-03+0.j,6.28779288e-03+0.j,1.13491156e-01+0.j,1.36803190e-06+0.j,9.11938228e-08+0.j,2.82002473e-17+0.j,4.41063265e-18+0.j,1.19599378e-17+0.j,7.56176024e-19+0.j,6.71878932e-17+0.j,2.98157756e-17+0.j,1.12106236e-02+0.j,1.33777521e-01+0.j,1.34147379e-09+0.j,2.12324207e-11+0.j,8.37528483e-17+0.j,1.38701228e-18+0.j,6.46866845e-18+0.j,1.13842729e-23+0.j,2.19424728e-21+0.j,2.03711644e-26+0.j,1.82147495e-26+0.j,2.41821990e-31+0.j,1.58094466e-32+0.j,1.90826009e-19+0.j,2.19581097e-19+0.j,2.50900381e-22+0.j,1.26377540e-08+0.j,2.13788951e-09+0.j,8.22236552e-10+0.j,2.07593593e-09+0.j,1.16714080e-09+0.j,2.52141969e-03+0.j,7.30997224e-07+0.j,1.95825715e-07+0.j,5.19571508e-08+0.j,1.34502667e-13+0.j,3.08062774e-11+0.j,1.13301325e-17+0.j,4.69527325e-21+0.j,2.99687027e-16+0.j,2.66762660e-12+0.j,8.11744433e-10+0.j,3.85612658e-11+0.j,7.23487625e-01+0.j,0.00000000e+00+0.j,1.48302337e-47+0.j,1.10910108e-24+0.j,1.98269913e-25+0.j
4.00000000e-04+0.j,1.29528046e-02+0.j,0.00000000e+00+0.j,1.00000000e+00+0.j,1.48058536e+07+0.j,-4.41451799e+03+0.j,8.03558150e+06+0.j,2.30739690e+03+0.j,4.18353043e-05+0.j,2.85205059e-05+0.j,5.41448906e-03+0.j,3.25620438e-03+0.j,6.38534527e-03+0.j,1.13873934e-01+0.j,1.39543765e-06+0.j,8.57045405e-08+0.j,2.82002473e-17+0.j,4.41063265e-18+0.j,1.19599378e-17+0.j,7.56176024e-19+0.j,6.71878932e-17+0.j,2.98157756e-17+0.j,1.12106236e-02+0.j,1.33777521e-01+0.j,1.34147379e-09+0.j,2.12324207e-11+0.j,8.37528483e-17+0.j,1.38701228e-18+0.j,6.46866845e-18+0.j,1.13842729e-23+0.j,2.19424728e-21+0.j,2.03711644e-26+0.j,1.82147495e-26+0.j,2.41821990e-31+0.j,1.58094466e-32+0.j,1.90826009e-19+0.j,2.19581097e-19+0.j,2.50900381e-22+0.j,1.26377540e-08+0.j,2.13788951e-09+0.j,8.22236552e-10+0.j,2.07593593e-09+0.j,1.16714080e-09+0.j,2.52141969e-03+0.j,7.30997224e-07+0.j,1.95825715e-07+0.j,5.19571508e-08+0.j,1.34502667e-13+0.j,3.08062774e-11+0.j,1.13301325e-17+0.j,4.69527325e-21+0.j,2.99687027e-16+0.j,2.66762660e-12+0.j,8.11744433e-10+0.j,3.85612658e-11+0.j,7.23487625e-01+0.j,0.00000000e+00+0.j,1.48302337e-47+0.j,1.10910108e-24+0.j,1.98269913e-25+0.j
5.00000000e-04+0.j,1.20589733e-02+0.j,0.00000000e+00+0.j,1.00000000e+00+0.j,4.76446918e+05+0.j,-4.08087067e+03+0.j,8.16069616e+06+0.j,2.31342581e+03+0.j,3.78430762e-05+0.j,2.69508875e-05+0.j,5.06495047e-03+0.j,3.18492026e-03+0.j,6.47279877e-03+0.j,1.14212841e-01+0.j,1.42448093e-06+0.j,8.08214941e-08+0.j,2.82002473e-17+0.j,4.41063265e-18+0.j,1.19599378e-17+0.j,7.56176024e-19+0.j,6.71878932e-17+0.j,2.98157756e-17+0.j,1.12106236e-02+0.j,1.33777521e-01+0.j,1.34147379e-09+0.j,2.12324207e-11+0.j,8.37528483e-17+0.j,1.38701228e-18+0.j,6.46866845e-18+0.j,1.13842729e-23+0.j,2.19424728e-21+0.j,2.03711644e-26+0.j,1.82147495e-26+0.j,2.41821990e-31+0.j,1.58094466e-32+0.j,1.90826009e-19+0.j,2.19581097e-19+0.j,2.50900381e-22+0.j,1.26377540e-08+0.j,2.13788951e-09+0.j,8.22236552e-10+0.j,2.07593593e-09+0.j,1.16714080e-09+0.j,2.52141969e-03+0.j,7.30997224e-07+0.j,1.95825715e-07+0.j,5.19571508e-08+0.j,1.34502667e-13+0.j,3.08062774e-11+0.j,1.13301325e-17+0.j,4.69527325e-21+0.j,2.99687027e-16+0.j,2.66762660e-12+0.j,8.11744433e-10+0.j,3.85612658e-11+0.j,7.23487625e-01+0.j,0.00000000e+00+0.j,1.48302337e-47+0.j,1.10910108e-24+0.j,1.98269913e-25+0.j
6.00000000e-04+0.j,1.30424500e-02+0.j,0.00000000e+00+0.j,1.00000000e+00+0.j,2.99617701e+05+0.j,-3.79025110e+03+0.j,8.27343319e+06+0.j,2.31875167e+03+0.j,3.44350004e-05+0.j,2.55390383e-05+0.j,4.75646545e-03+0.j,3.11727433e-03+0.j,6.55169448e-03+0.j,1.14514871e-01+0.j,1.45466128e-06+0.j,7.64561381e-08+0.j,2.82002473e-17+0.j,4.41063265e-18+0.j,1.19599378e-17+0.j,7.56176024e-19+0.j,6.71878932e-17+0.j,2.98157756e-17+0.j,1.12106236e-02+0.j,1.33777521e-01+0.j,1.34147379e-09+0.j,2.12324207e-11+0.j,8.37528483e-17+0.j,1.38701228e-18+0.j,6.46866845e-18+0.j,1.13842729e-23+0.j,2.19424728e-21+0.j,2.03711644e-26+0.j,1.82147495e-26+0.j,2.41821990e-31+0.j,1.58094466e-32+0.j,1.90826009e-19+0.j,2.19581097e-19+0.j,2.50900381e-22+0.j,1.26377540e-08+0.j,2.13788951e-09+0.j,8.22236552e-10+0.j,2.07593593e-09+0.j,1.16714080e-09+0.j,2.52141969e-03+0.j,7.30997224e-07+0.j,1.95825715e-07+0.j,5.19571508e-08+0.j,1.34502667e-13+0.j,3.08062774e-11+0.j,1.13301325e-17+0.j,4.69527325e-21+0.j,2.99687027e-16+0.j,2.66762660e-12+0.j,8.11744433e-10+0.j,3.85612658e-11+0.j,7.23487625e-01+0.j,0.00000000e+00+0.j,1.48302337e-47+0.j,1.10910108e-24+0.j,1.98269913e-25+0.j
7.00000000e-04+0.j,1.37159824e-02+0.j,0.00000000e+00+0.j,1.00000000e+00+0.j,2.44206843e+05+0.j,-3.53536497e+03+0.j,8.37546028e+06+0.j,2.32348707e+03+0.j,3.15015341e-05+0.j,2.42640679e-05+0.j,4.48250589e-03+0.j,3.05315660e-03+0.j,6.62325641e-03+0.j,1.14785567e-01+0.j,1.48559291e-06+0.j,7.25360055e-08+0.j,2.82002473e-17+0.j,4.41063265e-18+0.j,1.19599378e-17+0.j,7.56176024e-19+0.j,6.71878932e-17+0.j,2.98157756e-17+0.j,1.12106236e-02+0.j,1.33777521e-01+0.j,1.34147379e-09+0.j,2.12324207e-11+0.j,8.37528483e-17+0.j,1.38701228e-18+0.j,6.46866845e-18+0.j,1.13842729e-23+0.j,2.19424728e-21+0.j,2.03711644e-26+0.j,1.82147495e-26+0.j,2.41821990e-31+0.j,1.58094466e-32+0.j,1.90826009e-19+0.j,2.19581097e-19+0.j,2.50900381e-22+0.j,1.26377540e-08+0.j,2.13788951e-09+0.j,8.22236552e-10+0.j,2.07593593e-09+0.j,1.16714080e-09+0.j,2.52141969e-03+0.j,7.30997224e-07+0.j,1.95825715e-07+0.j,5.19571508e-08+0.j,1.34502667e-13+0.j,3.08062774e-11+0.j,1.13301325e-17+0.j,4.69527325e-21+0.j,2.99687027e-16+0.j,2.66762660e-12+0.j,8.11744433e-10+0.j,3.85612658e-11+0.j,7.23487625e-01+0.j,0.00000000e+00+0.j,1.48302337e-47+0.j,1.10910108e-24+0.j,1.98269913e-25+0.j
8.00000000e-04+0.j,1.33013725e-02+0.j,0.00000000e+00+0.j,1.00000000e+00+0.j,2.18544848e+05+0.j,-3.31045502e+03+0.j,8.46815544e+06+0.j,2.32772145e+03+0.j,2.89581328e-05+0.j,2.31085629e-05+0.j,4.23787004e-03+0.j,2.99242430e-03+0.j,6.68847147e-03+0.j,1.15029392e-01+0.j,1.51697392e-06+0.j,6.90013236e-08+0.j,2.82002473e-17+0.j,4.41063265e-18+0.j,1.19599378e-17+0.j,7.56176024e-19+0.j,6.71878932e-17+0.j,2.98157756e-17+0.j,1.12106236e-02+0.j,1.33777521e-01+0.j,1.34147379e-09+0.j,2.12324207e-11+0.j,8.37528483e-17+0.j,1.38701228e-18+0.j,6.46866845e-18+0.j,1.13842729e-23+0.j,2.19424728e-21+0.j,2.03711644e-26+0.j,1.82147495e-26+0.j,2.41821990e-31+0.j,1.58094466e-32+0.j,1.90826009e-19+0.j,2.19581097e-19+0.j,2.50900381e-22+0.j,1.26377540e-08+0.j,2.13788951e-09+0.j,8.22236552e-10+0.j,2.07593593e-09+0.j,1.16714080e-09+0.j,2.52141969e-03+0.j,7.30997224e-07+0.j,1.95825715e-07+0.j,5.19571508e-08+0.j,1.34502667e-13+0.j,3.08062774e-11+0.j,1.13301325e-17+0.j,4.69527325e-21+0.j,2.99687027e-16+0.j,2.66762660e-12+0.j,8.11744433e-10+0.j,3.85612658e-11+0.j,7.23487625e-01+0.j,0.00000000e+00+0.j,1.48302337e-47+0.j,1.10910108e-24+0.j,1.98269913e-25+0.j
9.00000000e-04+0.j,1.41348839e-02+0.j,0.00000000e+00+0.j,1.00000000e+00+0.j,2.04648820e+05+0.j,-3.11091793e+03+0.j,8.55266738e+06+0.j,2.33152682e+03+0.j,2.67385925e-05+0.j,2.20579056e-05+0.j,4.01835811e-03+0.j,2.93491900e-03+0.j,6.74814593e-03+0.j,1.15249976e-01+0.j,1.54856501e-06+0.j,6.58024080e-08+0.j,2.82002473e-17+0.j,4.41063265e-18+0.j,1.19599378e-17+0.j,7.56176024e-19+0.j,6.71878932e-17+0.j,2.98157756e-17+0.j,1.12106236e-02+0.j,1.33777521e-01+0.j,1.34147379e-09+0.j,2.12324207e-11+0.j,8.37528483e-17+0.j,1.38701228e-18+0.j,6.46866845e-18+0.j,1.13842729e-23+0.j,2.19424728e-21+0.j,2.03711644e-26+0.j,1.82147495e-26+0.j,2.41821990e-31+0.j,1.58094466e-32+0.j,1.90826009e-19+0.j,2.19581097e-19+0.j,2.50900381e-22+0.j,1.26377540e-08+0.j,2.13788951e-09+0.j,8.22236552e-10+0.j,2.07593593e-09+0.j,1.16714080e-09+0.j,2.52141969e-03+0.j,7.30997224e-07+0.j,1.95825715e-07+0.j,5.19571508e-08+0.j,1.34502667e-13+0.j,3.08062774e-11+0.j,1.13301325e-17+0.j,4.69527325e-21+0.j,2.99687027e-16+0.j,2.66762660e-12+0.j,8.11744433e-10+0.j,3.85612658e-11+0.j,7.23487625e-01+0.j,0.00000000e+00+0.j,1.48302337e-47+0.j,1.10910108e-24+0.j,1.98269913e-25+0.j
1.00000000e-03+0.j,1.27663612e-02+0.j,0.00000000e+00+0.j,1.00000000e+00+0.j,1.96577469e+05+0.j,-2.93303030e+03+0.j,8.62996150e+06+0.j,2.33496186e+03+0.j,2.47903999e-05+0.j,2.10997411e-05+0.j,3.82053955e-03+0.j,2.88047693e-03+0.j,6.80294633e-03+0.j,1.15450314e-01+0.j,1.58017445e-06+0.j,6.28976514e-08+0.j,2.82002473e-17+0.j,4.41063265e-18+0.j,1.19599378e-17+0.j,7.56176024e-19+0.j,6.71878932e-17+0.j,2.98157756e-17+0.j,1.12106236e-02+0.j,1.33777521e-01+0.j,1.34147379e-09+0.j,2.12324207e-11+0.j,8.37528483e-17+0.j,1.38701228e-18+0.j,6.46866845e-18+0.j,1.13842729e-23+0.j,2.19424728e-21+0.j,2.03711644e-26+0.j,1.82147495e-26+0.j,2.41821990e-31+0.j,1.58094466e-32+0.j,1.90826009e-19+0.j,2.19581097e-19+0.j,2.50900381e-22+0.j,1.26377540e-08+0.j,2.13788951e-09+0.j,8.22236552e-10+0.j,2.07593593e-09+0.j,1.16714080e-09+0.j,2.52141969e-03+0.j,7.30997224e-07+0.j,1.95825715e-07+0.j,5.19571508e-08+0.j,1.34502667e-13+0.j,3.08062774e-11+0.j,1.13301325e-17+0.j,4.69527325e-21+0.j,2.99687027e-16+0.j,2.66762660e-12+0.j,8.11744433e-10+0.j,3.85612658e-11+0.j,7.23487625e-01+0.j,0.00000000e+00+0.j,1.48302337e-47+0.j,1.10910108e-24+0.j,1.98269913e-25+0.j
