1.00000000e-01,0.00000000e+00,4.62913513e-03,1.00000000e+99,1.99993355e+00,-6.66703460e-04
2.00000000e-01,1.00000000e+00,1.90019608e-03,1.85224443e-07,1.99986688e+00,-6.66740507e-04
3.00000000e-01,1.00000000e+00,2.05898285e-03,1.85263968e-07,1.99980021e+00,-6.66777561e-04
4.00000000e-01,1.00000000e+00,1.91807747e-03,1.85303508e-07,1.99973353e+00,-6.66814621e-04
5.00000000e-01,1.00000000e+00,2.04205513e-03,1.85343060e-07,1.99966684e+00,-6.66851688e-04
6.00000000e-01,1.00000000e+00,1.97911263e-03,1.85382625e-07,1.99960016e+00,-6.66888762e-04
7.00000000e-01,1.00000000e+00,1.91402435e-03,1.85422204e-07,1.99953346e+00,-6.66925842e-04
8.00000000e-01,1.00000000e+00,2.09712982e-03,1.85461796e-07,1.99946677e+00,-6.66962929e-04
9.00000000e-01,1.00000000e+00,1.86800957e-03,1.85501401e-07,1.99940007e+00,-6.67000023e-04
1.00000000e+00,1.00000000e+00,2.02488899e-03,1.85541019e-07,1.99933337e+00,-6.67037123e-04
1.10000000e+00,1.00000000e+00,2.02512741e-03,1.85580650e-07,1.99926666e+00,-6.67074230e-04
1.20000000e+00,1.00000000e+00,2.07304955e-03,1.85620295e-07,1.99919996e+00,-6.67111344e-04
1.30000000e+00,1.00000000e+00,2.01487541e-03,1.85659953e-07,1.99913324e+00,-6.67148465e-04
1.40000000e+00,1.00000000e+00,1.96385384e-03,1.85699624e-07,1.99906653e+00,-6.67185592e-04
1.50000000e+00,1.00000000e+00,2.00986862e-03,1.85739308e-07,1.99899981e+00,-6.67222726e-04
1.60000000e+00,1.00000000e+00,1.94811821e-03,1.85779006e-07,1.99893308e+00,-6.67259866e-04
1.70000000e+00,1.00000000e+00,2.02488899e-03,1.85818717e-07,1.99886635e+00,-6.67297013e-04
1.80000000e+00,1.00000000e+00,2.03609467e-03,1.85858441e-07,1.99879962e+00,-6.67334167e-04
1.90000000e+00,1.00000000e+00,1.97291374e-03,1.85898178e-07,1.99873289e+00,-6.67371328e-04
2.00000000e+00,1.00000000e+00,2.00390816e-03,1.85937929e-07,1.99866615e+00,-6.67408495e-04
2.10000000e+00,1.00000000e+00,1.86800957e-03,1.85977693e-07,1.99859941e+00,-6.67445669e-04
2.20000000e+00,1.00000000e+00,1.97482109e-03,1.86017471e-07,1.99853266e+00,-6.67482850e-04
2.30000000e+00,1.00000000e+00,2.00796127e-03,1.86057261e-07,1.99846591e+00,-6.67520038e-04
2.40000000e+00,1.00000000e+00,2.09283829e-03,1.86097065e-07,1.99839915e+00,-6.67557232e-04
2.50000000e+00,1.00000000e+00,2.30193138e-03,1.86136882e-07,1.99833240e+00,-6.67594433e-04
2.60000000e+00,1.00000000e+00,2.01201439e-03,1.86176713e-07,1.99826564e+00,-6.67631640e-04
2.70000000e+00,1.00000000e+00,1.90496445e-03,1.86216556e-07,1.99819887e+00,-6.67668855e-04
2.80000000e+00,1.00000000e+00,2.12502480e-03,1.86256414e-07,1.99813210e+00,-6.67706076e-04
2.90000000e+00,1.00000000e+00,1.90305710e-03,1.86296284e-07,1.99806533e+00,-6.67743304e-04
3.00000000e+00,1.00000000e+00,2.17890739e-03,1.86336168e-07,1.99799855e+00,-6.67780538e-04
3.10000000e+00,1.00000000e+00,2.24113464e-03,1.86376065e-07,1.99793177e+00,-6.67817779e-04
3.20000000e+00,1.00000000e+00,1.99699402e-03,1.86415976e-07,1.99786499e+00,-6.67855027e-04
3.30000000e+00,1.00000000e+00,1.89185143e-03,1.86455899e-07,1.99779820e+00,-6.67892282e-04
3.40000000e+00,1.00000000e+00,2.02298164e-03,1.86495837e-07,1.99773141e+00,-6.67929544e-04
3.50000000e+00,1.00000000e+00,2.00891495e-03,1.86535787e-07,1.99766462e+00,-6.67966812e-04
3.60000000e+00,1.00000000e+00,1.92999840e-03,1.86575751e-07,1.99759782e+00,-6.68004087e-04
3.70000000e+00,1.00000000e+00,1.92499161e-03,1.86615729e-07,1.99753102e+00,-6.68041368e-04
3.80000000e+00,1.00000000e+00,2.01106071e-03,1.86655719e-07,1.99746421e+00,-6.68078657e-04
3.90000000e+00,1.00000000e+00,1.93905830e-03,1.86695723e-07,1.99739740e+00,-6.68115952e-04
4.00000000e+00,1.00000000e+00,1.97386742e-03,1.86735741e-07,1.99733059e+00,-6.68153254e-04
4.10000000e+00,1.00000000e+00,1.90496445e-03,1.86775772e-07,1.99726377e+00,-6.68190563e-04
4.20000000e+00,1.00000000e+00,1.98912621e-03,1.86815816e-07,1.99719695e+00,-6.68227878e-04
4.30000000e+00,1.00000000e+00,1.99580193e-03,1.86855874e-07,1.99713012e+00,-6.68265200e-04
4.40000000e+00,1.00000000e+00,1.99103355e-03,1.86895945e-07,1.99706330e+00,-6.68302529e-04
4.50000000e+00,1.00000000e+00,2.09188461e-03,1.86936030e-07,1.99699646e+00,-6.68339865e-04
4.60000000e+00,1.00000000e+00,1.91092491e-03,1.86976128e-07,1.99692963e+00,-6.68377207e-04
4.70000000e+00,1.00000000e+00,1.92499161e-03,1.87016240e-07,1.99686279e+00,-6.68414556e-04
