1.00000000e-09,6.32047653e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869608e+05,-1.00000000e+00,9.99500249e-01,9.99995000e-01,9.99999950e-01,9.99999999e-01
2.00000000e-09,5.18083572e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869611e+05,-1.00000000e+00,9.99000995e-01,9.99989999e-01,9.99999900e-01,9.99999998e-01
3.00000000e-09,5.21183014e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869615e+05,-1.00000000e+00,9.98502240e-01,9.99984999e-01,9.99999849e-01,9.99999997e-01
4.00000000e-09,2.30789185e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869618e+05,-1.00000000e+00,9.98003982e-01,9.99979998e-01,9.99999799e-01,9.99999996e-01
5.00000000e-09,2.34842300e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869621e+05,-1.00000000e+00,9.97506220e-01,9.99974998e-01,9.99999749e-01,9.99999995e-01
6.00000000e-09,2.30312347e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869624e+05,-1.00000000e+00,9.97008955e-01,9.99969998e-01,9.99999699e-01,9.99999994e-01
7.00000000e-09,2.29120255e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869628e+05,-1.00000000e+00,9.96512186e-01,9.99964998e-01,9.99999648e-01,9.99999993e-01
8.00000000e-09,2.29120255e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869631e+05,-1.00000000e+00,9.96015912e-01,9.99959998e-01,9.99999598e-01,9.99999992e-01
9.00000000e-09,2.34365463e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869634e+05,-1.00000000e+00,9.95520132e-01,9.99954998e-01,9.99999548e-01,9.99999991e-01
1.00000000e-08,2.29597092e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869637e+05,-1.00000000e+00,9.95024847e-01,9.99949997e-01,9.99999498e-01,9.99999990e-01
1.10000000e-08,2.29835510e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869641e+05,-1.00000000e+00,9.94530056e-01,9.99944998e-01,9.99999447e-01,9.99999989e-01
1.20000000e-08,2.29835510e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869644e+05,-1.00000000e+00,9.94035758e-01,9.99939998e-01,9.99999397e-01,9.99999988e-01
1.30000000e-08,2.33173370e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869647e+05,-1.00000000e+00,9.93541953e-01,9.99934998e-01,9.99999347e-01,9.99999987e-01
1.40000000e-08,2.35080719e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869650e+05,-1.00000000e+00,9.93048640e-01,9.99929998e-01,9.99999297e-01,9.99999986e-01
1.50000000e-08,2.29120255e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869653e+05,-1.00000000e+00,9.92555819e-01,9.99924998e-01,9.99999246e-01,9.99999985e-01
1.60000000e-08,2.29358673e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869657e+05,-1.00000000e+00,9.92063489e-01,9.99919998e-01,9.99999196e-01,9.99999984e-01
1.70000000e-08,2.34127045e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869660e+05,-1.00000000e+00,9.91571650e-01,9.99914999e-01,9.99999146e-01,9.99999983e-01
1.80000000e-08,2.28881836e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869663e+05,-1.00000000e+00,9.91080301e-01,9.99909999e-01,9.99999096e-01,9.99999982e-01
1.90000000e-08,2.29120255e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869666e+05,-1.00000000e+00,9.90589443e-01,9.99905000e-01,9.99999045e-01,9.99999981e-01
2.00000000e-08,2.29120255e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869670e+05,-1.00000000e+00,9.90099073e-01,9.99900000e-01,9.99998995e-01,9.99999980e-01
2.10000000e-08,2.34603882e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869673e+05,-1.00000000e+00,9.89609193e-01,9.99895000e-01,9.99998945e-01,9.99999979e-01
2.20000000e-08,2.29597092e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869676e+05,-1.00000000e+00,9.89119801e-01,9.99890001e-01,9.99998895e-01,9.99999978e-01
2.30000000e-08,2.28404999e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869679e+05,-1.00000000e+00,9.88630897e-01,9.99885002e-01,9.99998844e-01,9.99999977e-01
2.40000000e-08,2.29835510e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869683e+05,-1.00000000e+00,9.88142480e-01,9.99880002e-01,9.99998794e-01,9.99999976e-01
2.50000000e-08,2.32458115e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869686e+05,-1.00000000e+00,9.87654550e-01,9.99875003e-01,9.99998744e-01,9.99999975e-01
2.60000000e-08,2.28881836e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869689e+05,-1.00000000e+00,9.87167107e-01,9.99870004e-01,9.99998694e-01,9.99999974e-01
2.70000000e-08,2.28881836e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869692e+05,-1.00000000e+00,9.86680149e-01,9.99865005e-01,9.99998643e-01,9.99999973e-01
2.80000000e-08,2.31742859e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869696e+05,-1.00000000e+00,9.86193677e-01,9.99860006e-01,9.99998593e-01,9.99999972e-01
2.90000000e-08,2.33173370e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869699e+05,-1.00000000e+00,9.85707690e-01,9.99855006e-01,9.99998543e-01,9.99999971e-01
3.00000000e-08,2.27928162e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869702e+05,-1.00000000e+00,9.85222188e-01,9.99850007e-01,9.99998493e-01,9.99999970e-01
3.10000000e-08,2.29120255e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869705e+05,-1.00000000e+00,9.84737169e-01,9.99845008e-01,9.99998442e-01,9.99999969e-01
3.20000000e-08,2.29358673e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869709e+05,-1.00000000e+00,9.84252634e-01,9.99840010e-01,9.99998392e-01,9.99999968e-01
3.30000000e-08,2.32696533e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869712e+05,-1.00000000e+00,9.83768582e-01,9.99835011e-01,9.99998342e-01,9.99999967e-01
3.40000000e-08,2.29358673e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869715e+05,-1.00000000e+00,9.83285013e-01,9.99830012e-01,9.99998292e-01,9.99999966e-01
3.50000000e-08,2.27689743e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869718e+05,-1.00000000e+00,9.82801926e-01,9.99825013e-01,9.99998241e-01,9.99999965e-01
3.60000000e-08,2.28881836e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869722e+05,-1.00000000e+00,9.82319320e-01,9.99820014e-01,9.99998191e-01,9.99999964e-01
3.70000000e-08,2.33173370e-04,0.00000000e+00,1.00000000e+00,1.00000000e+06,-5.04869725e+05,-1.00000000e+00,9.81837195e-01,9.99815016e-01,9.99998141e-01,9.99999963e-01
