1.00000000e-03,1.08256483e+00,1.00000000e+00,3.06479908e-03,4.29438757e+20,-4.07594160e+07,1.52230292e+01,8.50590617e+02,9.25524115e-12,2.78943688e-02,1.95588017e-11,1.27899752e-10,5.45449401e-03,2.21255962e-01,7.82716786e-06,2.70219128e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.00000000e-03,1.07235336e+00,1.00000000e+00,3.06180585e-03,2.21262174e+18,-4.07459535e+07,1.52586982e+01,8.50703760e+02,9.45802318e-12,2.78928379e-02,1.99882608e-11,1.30900747e-10,5.46528708e-03,2.21241202e-01,7.91816009e-06,2.75625825e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3.00000000e-03,1.07644320e+00,0.00000000e+00,1.00000000e+00,1.62366699e+20,-4.07321930e+07,1.52974910e+01,8.50819441e+02,9.66522533e-12,2.78912739e-02,2.04271901e-11,1.33964923e-10,5.47633731e-03,2.21226146e-01,8.01032269e-06,2.81104027e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4.00000000e-03,1.07340574e+00,0.00000000e+00,1.00000000e+00,5.93559442e+20,-4.07181274e+07,1.53397248e+01,8.50937713e+02,9.87690506e-12,2.78896762e-02,2.08757322e-11,1.37094164e-10,5.48765035e-03,2.21210787e-01,8.10335299e-06,2.86654908e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5.00000000e-03,1.08253860e+00,0.00000000e+00,1.00000000e+00,4.37739524e+20,-4.07037504e+07,1.53854253e+01,8.51058633e+02,1.00932024e-11,2.78880440e-02,2.13341940e-11,1.40290373e-10,5.49923199e-03,2.21195119e-01,8.19727427e-06,2.92279459e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6.00000000e-03,1.09043121e+00,1.00000000e+00,2.95188687e-03,9.90797419e+19,-4.06890558e+07,1.54346202e+01,8.51182257e+02,1.03142640e-11,2.78863767e-02,2.18028967e-11,1.43555532e-10,5.51108822e-03,2.21179136e-01,8.29211288e-06,2.97978704e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7.00000000e-03,1.08576179e+00,0.00000000e+00,1.00000000e+00,5.08599110e+18,-4.06740369e+07,1.54873414e+01,8.51308644e+02,1.05402431e-11,2.78846734e-02,2.22821764e-11,1.46891711e-10,5.52322521e-03,2.21162831e-01,8.38789612e-06,3.03753698e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8.00000000e-03,1.08037543e+00,0.00000000e+00,1.00000000e+00,1.86741417e+19,-4.06586870e+07,1.55436245e+01,8.51437855e+02,1.07712998e-11,2.78829334e-02,2.27723841e-11,1.50301069e-10,5.53564932e-03,2.21146198e-01,8.48465224e-06,3.09605532e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9.00000000e-03,1.08624339e+00,0.00000000e+00,1.00000000e+00,5.96842467e+19,-4.06429992e+07,1.56035097e+01,8.51569953e+02,1.10076014e-11,2.78811559e-02,2.32738869e-11,1.53785860e-10,5.54836712e-03,2.21129231e-01,8.58241050e-06,3.15535329e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.00000000e-02,1.08111143e+00,0.00000000e+00,1.00000000e+00,5.10472150e+19,-4.06269662e+07,1.56670410e+01,8.51705002e+02,1.12493229e-11,2.78793400e-02,2.37870691e-11,1.57348439e-10,5.56138536e-03,2.21111921e-01,8.68120121e-06,3.21544253e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.10000000e-02,1.08914828e+00,2.00000000e+00,3.29274027e-06,3.35714121e+20,-4.06105807e+07,1.57342671e+01,8.51843070e+02,1.14966473e-11,2.78774850e-02,2.43123327e-11,1.60991265e-10,5.57471106e-03,2.21094261e-01,8.78105581e-06,3.27633503e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.20000000e-02,1.07926607e+00,1.00000000e+00,2.81325099e-03,7.38281483e+19,-4.05938352e+07,1.58052412e+01,8.51984225e+02,1.17497661e-11,2.78755898e-02,2.48500987e-11,1.64716910e-10,5.58835143e-03,2.21076244e-01,8.88200686e-06,3.33804320e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.30000000e-02,1.07522178e+00,1.00000000e+00,1.18669517e-03,7.36164884e+19,-4.05767216e+07,1.58800213e+01,8.52128539e+02,1.20088798e-11,2.78736537e-02,2.54008081e-11,1.68528063e-10,5.60231394e-03,2.21057862e-01,8.98408817e-06,3.40057985e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.40000000e-02,1.07479811e+00,2.00000000e+00,3.32619490e-06,4.16140117e+19,-4.05592319e+07,1.59586700e+01,8.52276085e+02,1.22741985e-11,2.78716756e-02,2.59649231e-11,1.72427536e-10,5.61660630e-03,2.21039106e-01,9.08733479e-06,3.46395823e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.50000000e-02,1.07895970e+00,0.00000000e+00,1.00000000e+00,8.50941178e+19,-4.05413578e+07,1.60412550e+01,8.52426940e+02,1.25459423e-11,2.78696547e-02,2.65429284e-11,1.76418275e-10,5.63123651e-03,2.21019969e-01,9.19178315e-06,3.52819205e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.60000000e-02,1.07180262e+00,0.00000000e+00,1.00000000e+00,2.23855020e+19,-4.05230906e+07,1.61278495e+01,8.52581183e+02,1.28243419e-11,2.78675898e-02,2.71353325e-11,1.80503361e-10,5.64621281e-03,2.21000442e-01,9.29747105e-06,3.59329547e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.70000000e-02,1.07147408e+00,1.00000000e+00,2.71879683e-03,3.34596516e+18,-4.05044213e+07,1.62185317e+01,8.52738895e+02,1.31096396e-11,2.78654799e-02,2.77426690e-11,1.84686024e-10,5.66154376e-03,2.20980515e-01,9.40443779e-06,3.65928316e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.80000000e-02,1.07555962e+00,1.00000000e+00,2.70197500e-03,2.27710386e+19,-4.04853407e+07,1.63133860e+01,8.52900161e+02,1.34020894e-11,2.78633240e-02,2.83654983e-11,1.88969649e-10,5.67723821e-03,2.20960179e-01,9.51272422e-06,3.72617028e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1.90000000e-02,1.08941936e+00,0.00000000e+00,1.00000000e+00,7.99718511e+18,-4.04658392e+07,1.64125022e+01,8.53065068e+02,1.37019580e-11,2.78611210e-02,2.90044093e-11,1.93357784e-10,5.69330533e-03,2.20939425e-01,9.62237280e-06,3.79397253e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.00000000e-02,1.08841395e+00,2.00000000e+00,3.41244664e-06,2.60686327e+19,-4.04459069e+07,1.65159767e+01,8.53233708e+02,1.40095258e-11,2.78588696e-02,2.96600211e-11,1.97854154e-10,5.70975464e-03,2.20918243e-01,9.73342776e-06,3.86270619e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.10000000e-02,1.08903980e+00,1.00000000e+00,2.65536559e-03,5.68583256e+19,-4.04255337e+07,1.66239122e+01,8.53406175e+02,1.43250875e-11,2.78565687e-02,3.03329846e-11,2.02462666e-10,5.72659600e-03,2.20896622e-01,9.84593511e-06,3.93238808e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.20000000e-02,1.08249044e+00,2.00000000e+00,3.44724966e-06,6.96690252e+21,-4.04047088e+07,1.67364184e+01,8.53582566e+02,1.46489529e-11,2.78542169e-02,3.10239853e-11,2.07187426e-10,5.74383963e-03,2.20874551e-01,9.95994277e-06,4.00303567e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.30000000e-02,1.07979441e+00,1.00000000e+00,2.62737218e-03,4.75581848e+20,-4.03834213e+07,1.68536119e+01,8.53762983e+02,1.49814484e-11,2.78518132e-02,3.17337447e-11,2.12032747e-10,5.76149616e-03,2.20852020e-01,1.00755007e-05,4.07466704e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.40000000e-02,1.07847643e+00,1.00000000e+00,2.61426320e-03,2.01774908e+20,-4.03616597e+07,1.69756173e+01,8.53947530e+02,1.53229172e-11,2.78493559e-02,3.24630231e-11,2.17003165e-10,5.77957662e-03,2.20829016e-01,1.01926610e-05,4.14730096e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.50000000e-02,1.07570934e+00,1.00000000e+00,1.34738054e-03,1.58502616e+19,-4.03394124e+07,1.71025666e+01,8.54136318e+02,1.56737215e-11,2.78468439e-02,3.32126224e-11,2.22103449e-10,5.79809248e-03,2.20805528e-01,1.03114779e-05,4.22095687e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.60000000e-02,1.07183766e+00,1.00000000e+00,1.36175751e-03,6.66374906e+19,-4.03166669e+07,1.72346008e+01,8.54329460e+02,1.60342427e-11,2.78442756e-02,3.39833884e-11,2.27338623e-10,5.81705564e-03,2.20781543e-01,1.04320083e-05,4.29565495e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
