# ODEs: 450900
# threads: 4
338175,1.164284768224299e+07,-1.143019327363770e+09,1.618347226288859e-02,2.399464137852192e-06
225450,7.431949743589744e+06,-4.059342216520996e+08,2.770344387356445e-02,1.825804123654962e-06
0,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,1.043444033712149e-06
112725,5.247319640000000e+08,-9.172533216912842e+07,7.077267613252944e-10,1.371998107060790e-06
1,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.683570194989443e-07
112726,2.342232085000000e+08,-4.404149136145020e+07,8.653949769116223e+03,1.253262860700488e-06
225451,6.943542179640719e+06,-4.050846736364746e+08,2.400023468788996e-02,1.655593980103731e-06
338176,1.417056876404494e+07,-1.144908698631836e+09,2.024333455172905e-02,2.279466018080711e-06
2,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.606619667261839e-07
112727,4.759165690909091e+07,-8.200811474935913e+07,3.935695365245456e-09,1.328747952356935e-06
225452,1.765918933000000e+09,-7.303551142421875e+08,1.665845024052356e+02,2.118848031386733e-06
112728,1.009769392307692e+07,-9.354682592669678e+07,1.081864408983685e-09,1.327788922935724e-07
338177,1.401041842222222e+07,-1.144878946671387e+09,2.018845327654616e-02,2.229559933766723e-06
3,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.628270588815212e-07
112729,9.907169188679244e+06,-9.351630927462769e+07,2.335876668391396e-10,1.319339498877525e-07
4,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.644058834761381e-07
225453,6.149143231578948e+07,-4.065736612244873e+08,6.052923818391842e-08,2.150507178157568e-06
112730,1.250163626190476e+07,-9.402705611517334e+07,8.294588598514933e-09,1.730569638311863e-07
338178,1.130308095454546e+07,-1.142718418171387e+09,1.537146337342414e-02,2.215794986113906e-06
112731,1.250165723809524e+07,-9.402715089712524e+07,1.325099479886916e-08,1.777641009539366e-07
5,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.684720378369093e-07
225454,7.778168253333333e+07,-4.076858408186035e+08,2.048155093592687e-08,2.291789045557380e-06
6,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.668231312185526e-07
112732,1.249825233333333e+07,-9.319785873229980e+07,2.810473239081975e-10,1.154049998149276e-06
338179,1.188414880952381e+07,-1.143271482774414e+09,1.678131137845494e-02,2.212608931586146e-06
7,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.637509308755398e-07
225455,1.868689711000000e+09,-4.927562642324219e+08,2.523432577720123e+03,1.965232891961932e-06
112733,1.220782183720930e+07,-9.321684799603271e+07,6.297223117890040e-10,1.116965897381306e-06
338180,1.118934008108108e+07,-1.142555679944824e+09,1.496713060506154e-02,2.240512985736132e-06
8,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.576249238103628e-07
112734,5.235611330000000e+07,-8.265641090939331e+07,9.092775296699993e-09,1.279470976442099e-06
225456,6.626948445714286e+06,-4.044459718951416e+08,2.093338103432527e-02,1.646012067794800e-06
9,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.564060553908348e-07
338181,1.118942390990991e+07,-1.142556825504883e+09,1.497042159764859e-02,2.215153072029352e-06
112735,2.086882196000000e+07,-6.342528920809937e+07,2.165897119946592e-10,1.242407830432057e-06
225457,6.703378184971098e+06,-4.045842515373535e+08,2.164805541312518e-02,1.652935985475778e-06
10,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.578919805586338e-07
112736,9.907218603773585e+06,-9.351898274441528e+07,6.739314447150247e-03,1.316610723733902e-07
112737,9.907220396226415e+06,-9.352327137261963e+07,6.776169863450545e-03,1.315579283982515e-07
11,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.639080915600061e-07
225458,6.303874407608695e+06,-4.035974993240967e+08,1.621969179591746e-02,1.656582811847329e-06
338182,1.400625354444444e+07,-1.144828059893555e+09,3.518083046066162e-08,2.973383991047740e-06
12,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.619769942015409e-07
112738,4.361786500000000e+07,-8.105801911242676e+07,2.393613039473475e-09,1.318188151344657e-06
225459,6.303877059782608e+06,-4.035954271529541e+08,1.620737964640978e-02,1.641075126826763e-06
13,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.631411474198103e-07
338183,1.368635681521739e+07,-1.144658293773926e+09,1.471027931610438e-02,2.957492833957076e-06
225460,6.203067090909091e+06,-4.033410586281738e+08,1.468140789820809e-02,1.675256993621588e-06
112739,6.516644214285714e+07,-4.931248435168457e+07,2.219401615370612e+03,2.886366797611117e-06
14,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.621709421277046e-07
338184,1.337894873404255e+07,-1.144467153953125e+09,1.371683547234594e-07,2.977469004690647e-06
15,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.754581212997436e-07
225461,6.203065288770054e+06,-4.033424756995850e+08,1.468975310426499e-02,1.661029877141118e-06
112740,6.546058175000000e+07,-8.381460947076416e+07,7.701050161258364e-09,1.281904987990856e-06
