# ODEs: 450900
# threads: 4
16,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.623709436506033e-07
112741,2.612103535000000e+07,-7.094122480807495e+07,1.047262857886896e-08,1.311345025897026e-06
225462,8.522710816176470e+06,-4.073727670546875e+08,1.739448271262528e-02,2.212615218013525e-06
338185,1.488312257647059e+07,-1.145374950671387e+09,1.107210880210514e-09,2.919039921835065e-06
112742,1.193323597727273e+07,-9.388904273852539e+07,6.410026278673403e-10,1.711519435048103e-07
17,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.579781278967857e-07
112743,1.193322961363636e+07,-9.389841117486572e+07,1.383615331938781e-08,1.757789868861437e-07
18,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.666408248245716e-07
112744,1.166815891111111e+07,-9.386420335128784e+07,1.424989597327956e-08,1.737209968268871e-07
338186,1.506440015476190e+07,-1.145426210871582e+09,2.105415762749483e-02,2.195741981267929e-06
225463,7.832875006756756e+06,-4.065126377486572e+08,2.051833729478101e-02,2.799214795231819e-06
19,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.624868933111429e-07
112745,1.166815557777778e+07,-9.387195599160767e+07,2.345131706948420e-09,1.706511247903109e-07
112746,1.193360963636364e+07,-9.402498247720337e+07,2.397171272444196e-09,1.333621330559254e-07
225464,7.627141644736842e+06,-4.062048537066650e+08,2.885713444950348e-02,1.641744049265981e-06
338187,1.433865281818182e+07,-1.144984707209473e+09,2.035267035261605e-02,2.196996007114649e-06
20,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.621108718216419e-07
112747,1.221113458139535e+07,-9.402954728906250e+07,1.087781209763780e-08,1.316049601882696e-07
21,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.626319468021393e-07
225465,7.677550721854305e+06,-4.062762980759277e+08,2.912421705963976e-02,1.698450883850455e-06
338188,1.212751390291262e+07,-1.143431042876465e+09,1.719266273530932e-02,2.198172034695744e-06
112748,1.312407680000000e+07,-9.350790989450073e+07,7.641511380671386e-10,1.122941030189395e-06
22,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.661299943923950e-07
225466,8.522703889705881e+06,-4.073305020919189e+08,3.234613997162658e-02,1.688014017418027e-06
112749,1.280417431707317e+07,-9.352929321243286e+07,6.441938431241547e-09,1.103827962651849e-06
23,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.599772118031979e-07
338189,1.238627309900990e+07,-1.143661935552246e+09,1.772959547042995e-02,2.221290022134781e-06
225467,7.994613117241379e+06,-4.067044939730225e+08,3.048193421042516e-02,1.628524158149958e-06
112750,1.747790813333333e+08,-8.942034754129028e+07,9.155477794737752e-09,1.761553809046745e-06
24,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.619441650807857e-07
338190,7.357929816666667e+07,-1.148726284474121e+09,0.000000000000000e+00,3.010469023138285e-06
25,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.584999013692140e-07
225468,6.985285144578313e+06,-4.051479607416992e+08,2.439915697843973e-02,1.635794062167406e-06
112751,1.048170458000000e+08,-8.749130346029663e+07,1.151613811370402e-10,1.164411893114448e-06
26,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.606149349361658e-07
112752,7.484315228571428e+07,-8.554136956604004e+07,9.377629849051013e-10,1.116658095270395e-06
225469,6.902335613095238e+06,-4.049914170456543e+08,2.366068658393349e-02,1.670720055699348e-06
27,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.605578914284707e-07
338191,1.574696751000000e+09,-3.213930386710938e+09,3.539121757793641e+02,3.985148854553699e-06
112753,3.736839707142857e+07,-7.874093859078979e+07,7.883823520707710e-10,1.317471964284778e-06
225470,8.106145657342657e+06,-4.068943496442871e+08,3.108098493516641e-02,1.616909168660641e-06
28,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.686729706823826e-07
112754,8.732172550000000e+07,-8.607699395944214e+07,3.953474784910997e-09,1.096158986911178e-06
338192,1.293157771134021e+07,-1.144072889349121e+09,1.775438483951537e-02,2.206607023254037e-06
29,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.601529989391566e-07
225471,7.677492741721855e+06,-4.063174592569580e+08,2.914246630080094e-02,1.656795851886272e-06
225472,1.008602493000000e+09,-9.600036513574219e+08,6.133314715211726e-01,1.289858482778072e-07
112755,4.360081508333334e+07,-7.935884012130737e+07,4.952939031778345e-09,1.299473922699690e-06
30,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.634680416435003e-07
338193,1.606194187341772e+07,-1.145850860962402e+09,1.586725660595445e-02,2.991707064211368e-06
225473,7.900016255201109e+05,-1.104013033718750e+09,2.344439457004962e-01,1.609700964763761e-06
112756,4.361661083333334e+07,-8.102762360870361e+07,3.124138838819352e-09,1.317664049565792e-06
31,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.649649098515511e-07
32,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.623539470136166e-07
225474,6.443443250000000e+06,-4.039955986115723e+08,1.850407884492541e-02,1.657495042309165e-06
338194,1.417568332584270e+07,-1.144964377429688e+09,2.007146831482635e-02,2.207830781117082e-06
112757,9.127680780000000e+07,-4.921145240893555e+07,2.409374745719163e+03,2.755085006356239e-06
33,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.611201774328947e-07
112758,8.142787459999999e+07,-8.371891394824219e+07,6.701926365459979e-01,1.292049419134855e-07
225475,6.443485250000000e+06,-4.039630682456055e+08,1.832214865889083e-02,1.653330866247416e-06
338195,1.188370600000000e+07,-1.143265715324219e+09,1.651360163402815e-02,2.191928913816810e-06
112759,1.974127265000000e+08,-9.748721102563477e+07,2.621567919336050e-01,1.242258585989475e-07
34,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.667099755257368e-07
112760,1.071555200000000e+07,-9.362465540557861e+07,1.502857732540771e-08,1.770518720149994e-07
225476,7.780354214765101e+06,-4.064507824069824e+08,2.975106828034019e-02,1.677199034020305e-06
35,4.407645158333334e+07,-1.096190598838043e+08,3.010870052669251e-10,8.606871124356985e-07
112761,1.093867604166667e+07,-9.368562679864502e+07,2.017806160065912e-08,1.784272026270628e-07

Intel MKL ERROR: Parameter 3 was incorrect on entry to DGEBAL.
