1.00000000e-01,0.00000000e+00,6.57317638e-02,1.00000000e+99,1.99993355e+00,-6.66703460e-04,5.39885549e+06,-1.49986711e+03,5.55624202e-04
2.00000000e-01,1.00000000e+00,1.71375275e-03,1.85224443e-07,1.99986688e+00,-6.66740507e-04,5.39770366e+06,-1.49973377e+03,5.55693363e-04
3.00000000e-01,1.00000000e+00,1.70254707e-03,1.85263968e-07,1.99980021e+00,-6.66777561e-04,5.39655192e+06,-1.49960043e+03,5.55762543e-04
4.00000000e-01,1.00000000e+00,1.66869164e-03,1.85303508e-07,1.99973353e+00,-6.66814621e-04,5.39540030e+06,-1.49946709e+03,5.55831739e-04
5.00000000e-01,1.00000000e+00,1.56664848e-03,1.85343060e-07,1.99966684e+00,-6.66851688e-04,5.39424878e+06,-1.49933374e+03,5.55900953e-04
6.00000000e-01,1.00000000e+00,1.70445442e-03,1.85382625e-07,1.99960016e+00,-6.66888762e-04,5.39309737e+06,-1.49920039e+03,5.55970184e-04
7.00000000e-01,1.00000000e+00,1.69467926e-03,1.85422204e-07,1.99953346e+00,-6.66925842e-04,5.39194607e+06,-1.49906704e+03,5.56039432e-04
8.00000000e-01,1.00000000e+00,1.56664848e-03,1.85461796e-07,1.99946677e+00,-6.66962929e-04,5.39079488e+06,-1.49893368e+03,5.56108698e-04
9.00000000e-01,1.00000000e+00,1.62339211e-03,1.85501400e-07,1.99940007e+00,-6.67000023e-04,5.38964379e+06,-1.49880032e+03,5.56177982e-04
1.00000000e+00,1.00000000e+00,1.55687332e-03,1.85541019e-07,1.99933337e+00,-6.67037123e-04,5.38849282e+06,-1.49866696e+03,5.56247282e-04
1.10000000e+00,1.00000000e+00,1.70540810e-03,1.85580650e-07,1.99926666e+00,-6.67074230e-04,5.38734194e+06,-1.49853360e+03,5.56316600e-04
1.20000000e+00,1.00000000e+00,1.64532661e-03,1.85620295e-07,1.99919996e+00,-6.67111344e-04,5.38619118e+06,-1.49840023e+03,5.56385936e-04
1.30000000e+00,1.00000000e+00,1.66344643e-03,1.85659953e-07,1.99913324e+00,-6.67148465e-04,5.38504052e+06,-1.49826686e+03,5.56455288e-04
1.40000000e+00,1.00000000e+00,1.60956383e-03,1.85699624e-07,1.99906653e+00,-6.67185592e-04,5.38388998e+06,-1.49813349e+03,5.56524659e-04
1.50000000e+00,1.00000000e+00,1.64890289e-03,1.85739308e-07,1.99899981e+00,-6.67222726e-04,5.38273954e+06,-1.49800011e+03,5.56594046e-04
1.60000000e+00,1.00000000e+00,1.54685974e-03,1.85779006e-07,1.99893308e+00,-6.67259866e-04,5.38158920e+06,-1.49786673e+03,5.56663452e-04
1.70000000e+00,1.00000000e+00,1.79338455e-03,1.85818717e-07,1.99886635e+00,-6.67297013e-04,5.38043897e+06,-1.49773335e+03,5.56732874e-04
1.80000000e+00,1.00000000e+00,1.54638290e-03,1.85858441e-07,1.99879962e+00,-6.67334167e-04,5.37928886e+06,-1.49759996e+03,5.56802314e-04
1.90000000e+00,1.00000000e+00,1.53851509e-03,1.85898178e-07,1.99873289e+00,-6.67371328e-04,5.37813885e+06,-1.49746658e+03,5.56871772e-04
2.00000000e+00,1.00000000e+00,1.66249275e-03,1.85937929e-07,1.99866615e+00,-6.67408495e-04,5.37698895e+06,-1.49733319e+03,5.56941246e-04
2.10000000e+00,1.00000000e+00,1.58357620e-03,1.85977693e-07,1.99859941e+00,-6.67445669e-04,5.37583915e+06,-1.49719979e+03,5.57010740e-04
2.20000000e+00,1.00000000e+00,1.66630745e-03,1.86017471e-07,1.99853266e+00,-6.67482850e-04,5.37468946e+06,-1.49706639e+03,5.57080249e-04
2.30000000e+00,1.00000000e+00,1.74093246e-03,1.86057261e-07,1.99846591e+00,-6.67520038e-04,5.37353988e+06,-1.49693299e+03,5.57149777e-04
2.40000000e+00,1.00000000e+00,1.57094002e-03,1.86097065e-07,1.99839915e+00,-6.67557232e-04,5.37239041e+06,-1.49679959e+03,5.57219322e-04
2.50000000e+00,1.00000000e+00,1.74117088e-03,1.86136882e-07,1.99833240e+00,-6.67594433e-04,5.37124104e+06,-1.49666618e+03,5.57288884e-04
2.60000000e+00,1.00000000e+00,1.64294243e-03,1.86176713e-07,1.99826564e+00,-6.67631640e-04,5.37009178e+06,-1.49653278e+03,5.57358464e-04
2.70000000e+00,1.00000000e+00,1.65629387e-03,1.86216556e-07,1.99819887e+00,-6.67668855e-04,5.36894264e+06,-1.49639936e+03,5.57428061e-04
2.80000000e+00,1.00000000e+00,1.55091286e-03,1.86256414e-07,1.99813210e+00,-6.67706076e-04,5.36779359e+06,-1.49626595e+03,5.57497677e-04
2.90000000e+00,1.00000000e+00,1.65748596e-03,1.86296284e-07,1.99806533e+00,-6.67743304e-04,5.36664466e+06,-1.49613253e+03,5.57567309e-04
3.00000000e+00,1.00000000e+00,1.65820122e-03,1.86336168e-07,1.99799855e+00,-6.67780538e-04,5.36549583e+06,-1.49599911e+03,5.57636959e-04
3.10000000e+00,1.00000000e+00,1.53970718e-03,1.86376065e-07,1.99793177e+00,-6.67817779e-04,5.36434711e+06,-1.49586569e+03,5.57706626e-04
