1.00000000e-04,0.00000000e+00,9.78381634e-02,1.00000000e+00,4.06636865e-01,6.83446784e-01,9.94999917e-01,9.99900005e-01
0.0011,1.,0.01236987,0.01,0.32783101,0.48771069,0.94764207,0.9989006
0.0021,1.,0.00889897,0.01,0.32253525,0.47608182,0.90476712,0.9979022
0.0031,1.,0.01151013,0.01,0.31745533,0.46509643,0.86594848,0.9969048
0.0041,1.,0.00967407,0.01,0.31259816,0.45474464,0.83080013,0.99590839
0.0051,1.,0.007622,0.01,0.30797145,0.44501914,0.79897279,0.99491298
0.0061,1.,0.00939417,0.01,0.30357995,0.43590765,0.77015044,0.99391857
0.0071,1.,0.00845504,0.01,0.29942576,0.42739369,0.74404711,0.99292515
0.0081,1.,0.00691795,0.01,0.29550852,0.41945734,0.72040404,0.99193272
0.0091,1.,0.01016188,0.01,0.29182569,0.412076,0.69898713,0.99094128
0.0101,1.,0.0086329,0.01,0.28837284,0.40522501,0.67958451,0.98995083
0.0111,1.,0.00830793,0.01,0.28514396,0.3988783,0.66200451,0.98896138
0.0121,1.,0.00851297,0.01,0.28213172,0.39300892,0.64607368,0.98797291
0.0131,1.,0.00796103,0.01,0.27932778,0.38758949,0.63163508,0.98698543
0.0141,1.,0.01014304,0.01,0.27672298,0.38259264,0.6185467,0.98599894
0.0151,1.,0.00964594,0.01,0.27430765,0.3779913,0.60668006,0.98501343
0.0161,1.,0.01062298,0.01,0.27207174,0.37375899,0.59591889,0.98402891
0.0171,1.,0.00669193,0.01,0.27000505,0.36987004,0.586158,0.98304538
0.0181,1.,0.00797892,0.01,0.26809735,0.36629977,0.57730219,0.98206282
0.0191,1.,0.00784087,0.01,0.26633851,0.36302455,0.56926534,0.98108125
0.0201,1.,0.007972,0.01,0.26471863,0.36002195,0.56196951,0.98010066
0.0211,1.,0.01119208,0.01,0.26322809,0.35727076,0.55534418,0.97912105
0.0221,1.,0.01230001,0.01,0.26185762,0.35475101,0.54932555,0.97814242
0.0231,1.,0.00924611,0.01,0.26059838,0.35244399,0.54385588,0.97716476
0.0241,1.,0.008672,0.01,0.25944194,0.35033221,0.53888294,0.97618809
0.0251,1.,0.0073278,0.01,0.25838031,0.34839939,0.53435945,0.97521239
0.0261,1.,0.00970697,0.01,0.25740601,0.34663041,0.53024264,0.97423766
0.0271,1.,0.00932288,0.01,0.25651199,0.34501127,0.52649382,0.97326391
0.0281,1.,0.00887203,0.01,0.25569168,0.34352903,0.52307796,0.97229113
0.0291,1.,0.01223993,0.01,0.25493893,0.34217176,0.51996338,0.97131933
0.0301,1.,0.00848699,0.01,0.25424807,0.34092848,0.51712141,0.97034849
0.0311,1.,0.00989389,0.01,0.25361381,0.33978909,0.5145261,0.96937863
0.0321,1.,0.01138783,0.01,0.25303128,0.33874433,0.512154,0.96840974
0.0331,1.,0.0086422,0.01,0.25249598,0.33778572,0.50998384,0.96744181
0.0341,1.,0.00950789,0.01,0.25200377,0.33690547,0.50799643,0.96647485
0.0351,1.,0.00962901,0.01,0.25155084,0.33609649,0.50617436,0.96550886
0.0361,1.,0.01458883,0.01,0.25113369,0.33535229,0.5045019,0.96454383
0.0371,1.,0.00827599,0.01,0.25074912,0.33466695,0.50296483,0.96357977
0.0381,1.,0.00837016,0.01,0.2503942,0.33403507,0.50155024,0.96261667
0.0391,1.,0.00840807,0.01,0.25006624,0.33345171,0.5002465,0.96165454
0.0401,1.,0.02523994,0.01,0.24976279,0.33291242,0.49904304,0.96069337
0.0411,1.,0.01285005,0.01,0.24948162,0.33241309,0.49793033,0.95973315
0.0421,1.,0.009202,0.01,0.24922068,0.33195003,0.49689974,0.9587739
0.0431,1.,0.00863504,0.01,0.24897811,0.33151986,0.49594344,0.9578156
0.0441,1.,0.00796199,0.01,0.24875221,0.33111951,0.49505438,0.95685827
0.0451,1.,0.00876904,0.01,0.24854145,0.3307462,0.49422614,0.95590189
0.0461,1.,0.00712109,0.01,0.24834443,0.3303974,0.49345295,0.95494646
0.0471,1.,0.00927091,0.01,0.24815985,0.33007081,0.49272957,0.95399199
0.0481,1.,0.00826693,0.01,0.24798657,0.32976435,0.49205125,0.95303848
0.0491,1.,0.00955582,0.01,0.24782353,0.32947613,0.49141371,0.95208592
0.0501,1.,0.00865006,0.01,0.24766977,0.32920442,0.49081307,0.95113431
0.0511,1.,0.00812483,0.01,0.24752441,0.32894768,0.49024582,0.95018365
0.0521,1.,0.00754905,0.01,0.24738669,0.3287045,0.48970878,0.94923394
0.0531,1.,0.00873899,0.01,0.24725586,0.32847358,0.48919908,0.94828518
0.0541,1.,0.00793314,0.01,0.24713129,0.32825379,0.48871412,0.94733737
0.0551,1.,0.00894904,0.01,0.24701239,0.32804405,0.48825154,0.9463905
0.0561,1.,0.01215506,0.01,0.24689862,0.32784343,0.48780921,0.94544459
0.0571,1.,0.01403713,0.01,0.24678949,0.32765105,0.48738521,0.94449961
0.0581,1.,0.01502419,0.01,0.24668457,0.32746614,0.4869778,0.94355559
0.0591,1.,0.01273704,0.01,0.24658345,0.32728799,0.48658539,0.9426125
0.0601,1.,0.01460385,0.01,0.24648578,0.32711595,0.48620656,0.94167036
0.0611,1.,0.0150311,0.01,0.24639122,0.32694945,0.48584003,0.94072916
0.0621,1.,0.01262498,0.01,0.24629949,0.32678795,0.48548461,0.9397889
0.0631,1.,0.00815606,0.01,0.24621031,0.32663098,0.48513925,0.93884958
0.0641,1.,0.00929523,0.01,0.24612344,0.32647811,0.484803,0.9379112
0.0651,1.,0.008044,0.01,0.24603866,0.32632895,0.48447499,0.93697376
0.0661,1.,0.00728202,0.01,0.24595576,0.32618314,0.48415443,0.93603726
0.0671,1.,0.00706005,0.01,0.24587457,0.32604036,0.48384062,0.93510169
0.0681,1.,0.00780106,0.01,0.24579492,0.32590033,0.48353292,0.93416705
0.0691,1.,0.00894499,0.01,0.24571667,0.32576277,0.48323075,0.93323335
0.0701,1.,0.00799203,0.01,0.24563967,0.32562746,0.48293358,0.93230059
7.11000000e-02,2.00000000e+00,8.75115395e-03,1.00000000e-04,2.45563814e-01,3.25494171e-01,4.82640932e-01,9.31368751e-01
7.21000000e-02,2.00000000e+00,7.69186020e-03,1.00000000e-04,2.45488983e-01,3.25362713e-01,4.82352383e-01,9.30437847e-01
7.31000000e-02,2.00000000e+00,7.92098045e-03,1.00000000e-04,2.45415079e-01,3.25232908e-01,4.82067542e-01,9.29507875e-01
7.41000000e-02,2.00000000e+00,6.41202927e-03,1.00000000e-04,2.45342011e-01,3.25104597e-01,4.81786057e-01,9.28578831e-01
7.51000000e-02,2.00000000e+00,6.93202019e-03,1.00000000e-04,2.45269697e-01,3.24977635e-01,4.81507610e-01,9.27650717e-01
7.61000000e-02,2.00000000e+00,6.81900978e-03,1.00000000e-04,2.45198064e-01,3.24851891e-01,4.81231912e-01,9.26723530e-01
7.71000000e-02,2.00000000e+00,7.53021240e-03,1.00000000e-04,2.45127044e-01,3.24727246e-01,4.80958703e-01,9.25797269e-01
7.81000000e-02,2.00000000e+00,8.62884521e-03,1.00000000e-04,2.45056575e-01,3.24603593e-01,4.80687748e-01,9.24871935e-01
7.91000000e-02,2.00000000e+00,9.53793526e-03,1.00000000e-04,2.44986604e-01,3.24480835e-01,4.80418832e-01,9.23947525e-01
8.01000000e-02,2.00000000e+00,2.46369839e-02,1.00000000e-04,2.44917079e-01,3.24358884e-01,4.80151762e-01,9.23024039e-01
8.11000000e-02,2.00000000e+00,1.21788979e-02,1.00000000e-04,2.44847957e-01,3.24237659e-01,4.79886365e-01,9.22101477e-01
8.21000000e-02,2.00000000e+00,8.88991356e-03,1.00000000e-04,2.44779195e-01,3.24117090e-01,4.79622482e-01,9.21179836e-01
8.31000000e-02,2.00000000e+00,9.95612144e-03,1.00000000e-04,2.44710757e-01,3.23997110e-01,4.79359969e-01,9.20259117e-01
8.41000000e-02,2.00000000e+00,1.11279488e-02,1.00000000e-04,2.44642610e-01,3.23877661e-01,4.79098698e-01,9.19339318e-01
8.51000000e-02,2.00000000e+00,7.90405273e-03,1.00000000e-04,2.44574722e-01,3.23758688e-01,4.78838552e-01,9.18420438e-01
8.61000000e-02,2.00000000e+00,8.97216797e-03,1.00000000e-04,2.44507067e-01,3.23640145e-01,4.78579425e-01,9.17502476e-01
8.71000000e-02,2.00000000e+00,9.04297829e-03,1.00000000e-04,2.44439620e-01,3.23521986e-01,4.78321220e-01,9.16585433e-01
8.81000000e-02,2.00000000e+00,8.74400139e-03,1.00000000e-04,2.44372357e-01,3.23404173e-01,4.78063851e-01,9.15669305e-01
8.91000000e-02,2.00000000e+00,2.56538391e-02,1.00000000e-04,2.44305260e-01,3.23286669e-01,4.77807241e-01,9.14754094e-01
9.01000000e-02,2.00000000e+00,1.64752007e-02,1.00000000e-04,2.44238309e-01,3.23169442e-01,4.77551317e-01,9.13839797e-01
9.11000000e-02,2.00000000e+00,1.04930401e-02,1.00000000e-04,2.44171487e-01,3.23052462e-01,4.77296016e-01,9.12926414e-01
9.21000000e-02,2.00000000e+00,1.03790760e-02,1.00000000e-04,2.44104780e-01,3.22935704e-01,4.77041279e-01,9.12013944e-01
9.31000000e-02,2.00000000e+00,1.40738487e-02,1.00000000e-04,2.44038173e-01,3.22819142e-01,4.76787054e-01,9.11102386e-01
9.41000000e-02,2.00000000e+00,1.02949142e-02,1.00000000e-04,2.43971655e-01,3.22702755e-01,4.76533294e-01,9.10191739e-01
9.51000000e-02,2.00000000e+00,9.30213928e-03,1.00000000e-04,2.43905213e-01,3.22586523e-01,4.76279956e-01,9.09282002e-01
9.61000000e-02,2.00000000e+00,8.36992264e-03,1.00000000e-04,2.43838839e-01,3.22470429e-01,4.76027000e-01,9.08373174e-01
9.71000000e-02,2.00000000e+00,1.00111961e-02,1.00000000e-04,2.43772523e-01,3.22354457e-01,4.75774392e-01,9.07465255e-01
9.81000000e-02,2.00000000e+00,7.05218315e-03,1.00000000e-04,2.43706256e-01,3.22238591e-01,4.75522099e-01,9.06558243e-01
